sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187577.1,BestRefSeq,exon,55473,55549,55474,55550,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,57059,57230,57060,57231,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,66579,66647,66580,66648,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,70443,70514,70444,70515,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,70709,70875,70710,70876,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,75599,75680,75600,75681,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,127317,127409,127318,127410,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,128747,128945,128748,128946,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,137741,137849,137742,137850,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,139613,139796,139614,139797,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,151797,151880,151798,151881,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,160127,160229,160128,160230,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,162896,163052,162897,163053,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,176574,176612,176575,176613,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,180016,180054,180017,180055,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,181532,181570,181533,181571,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,186849,186887,186850,186888,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,189299,189337,189300,189338,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,exon,190507,190631,190508,190632,ADAM32,203102,NM_001313994.1, 
NT_187577.1,BestRefSeq,CDS,13357,13515,13358,13516,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,42339,42400,42340,42401,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,52812,52887,52813,52888,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,55473,55549,55474,55550,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,57059,57230,57060,57231,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,66579,66647,66580,66648,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,70443,70514,70444,70515,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,70709,70875,70710,70876,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,75599,75680,75600,75681,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,127317,127409,127318,127410,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,128747,128945,128748,128946,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,137741,137849,137742,137850,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,139613,139796,139614,139797,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,151797,151880,151798,151881,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,160127,160229,160128,160230,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,162896,163052,162897,163053,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,176574,176612,176575,176613,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,180016,180054,180017,180055,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,181532,181570,181533,181571,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,186849,186887,186850,186888,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,189299,189337,189300,189338,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,CDS,190507,190513,190508,190514,ADAM32,203102,NP_001300923.1, 
NT_187577.1,BestRefSeq,mRNA,13416,190631,13417,190632,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,13416,13515,13417,13516,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,23768,23847,23769,23848,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,42339,42400,42340,42401,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,52812,52887,52813,52888,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,55473,55549,55474,55550,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,57059,57230,57060,57231,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,66579,66647,66580,66648,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,70443,70514,70444,70515,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,70709,70875,70710,70876,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,75599,75680,75600,75681,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,92595,92731,92596,92732,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,116834,117014,116835,117015,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,127317,127409,127318,127410,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,128747,128945,128748,128946,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,137741,137849,137742,137850,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,139613,139796,139614,139797,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,151797,151880,151798,151881,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,160127,160229,160128,160230,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,162896,163052,162897,163053,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,176574,176612,176575,176613,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,180016,180054,180017,180055,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,181532,181570,181533,181571,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,186849,186887,186850,186888,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,189299,189337,189300,189338,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,exon,190507,190631,190508,190632,ADAM32,203102,NM_145004.7, 
NT_187577.1,BestRefSeq,CDS,13458,13515,13459,13516,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,23768,23847,23769,23848,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,42339,42400,42340,42401,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,52812,52887,52813,52888,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,55473,55549,55474,55550,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,57059,57230,57060,57231,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,66579,66647,66580,66648,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,70443,70514,70444,70515,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,70709,70875,70710,70876,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,75599,75680,75600,75681,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,92595,92731,92596,92732,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,116834,117014,116835,117015,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,127317,127409,127318,127410,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,128747,128945,128748,128946,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,137741,137849,137742,137850,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,139613,139796,139614,139797,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,151797,151880,151798,151881,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,160127,160229,160128,160230,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,162896,163052,162897,163053,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,176574,176612,176575,176613,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,180016,180054,180017,180055,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,181532,181570,181533,181571,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,186849,186887,186850,186888,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,189299,189337,189300,189338,ADAM32,203102,NP_659441.4, 
NT_187577.1,BestRefSeq,CDS,190507,190513,190508,190514,ADAM32,203102,NP_659441.4, 
NT_187577.1,Curated Genomic,pseudogene,63164,64401,63165,64402,RPL3P10,100129004,, 
NT_187577.1,Curated Genomic,exon,63164,63877,63165,63878,RPL3P10,100129004,, 
NT_187577.1,Curated Genomic,exon,64002,64401,64003,64402,RPL3P10,100129004,, 
NT_187577.1,Curated Genomic,pseudogene,215613,216147,215614,216148,LOC100420403,100420403,, 
NT_187577.1,BestRefSeq,pseudogene,220373,267548,220374,267549,ADAM5,255926,, 
NT_187577.1,BestRefSeq,transcript,220373,267548,220374,267549,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,220373,220427,220374,220428,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,221165,221244,221166,221245,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,225162,225215,225163,225216,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,228271,228349,228272,228350,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,228680,228756,228681,228757,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,229880,230052,229881,230053,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,230926,230991,230927,230992,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,251601,251819,251602,251820,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,261944,261963,261945,261964,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,263462,263476,263463,263477,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,264357,264368,264358,264369,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,265416,265433,265417,265434,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,266946,266958,266947,266959,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,exon,267532,267548,267533,267549,ADAM5,255926,NR_001448.1, 
NT_187577.1,BestRefSeq,gene,313729,330750,313730,330751,LOC100130964,100130964,, 
NT_187577.1,BestRefSeq,lnc_RNA,313729,330750,313730,330751,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,exon,313729,313743,313730,313744,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,exon,317322,317433,317323,317434,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,exon,323860,324024,323861,324025,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,exon,326197,326254,326198,326255,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,exon,330581,330750,330582,330751,LOC100130964,100130964,NR_046245.1, 
NT_187577.1,BestRefSeq,gene,335201,480684,335202,480685,ADAM18,8749,, 
NT_187577.1,BestRefSeq,transcript,335201,480684,335202,480685,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,335201,335310,335202,335311,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,335909,335985,335910,335986,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,356935,356990,356936,356991,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,359670,359748,359671,359749,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,360113,360189,360114,360190,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,380003,380068,380004,380069,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,387891,387962,387892,387963,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,388164,388330,388165,388331,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,389091,389172,389092,389173,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,395965,396101,395966,396102,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,414413,414508,414414,414509,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,418616,418814,418617,418815,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,428048,428153,428049,428154,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,430654,430843,430655,430844,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,443217,443297,443218,443298,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,457410,457524,457411,457525,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,474366,474525,474367,474526,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,exon,480517,480684,480518,480685,ADAM18,8749,NR_135201.2, 
NT_187577.1,BestRefSeq,mRNA,335201,480684,335202,480685,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,335201,335310,335202,335311,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,335909,335985,335910,335986,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,356935,356990,356936,356991,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,359670,359748,359671,359749,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,360113,360189,360114,360190,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,361157,361334,361158,361335,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,380003,380068,380004,380069,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,387891,387962,387892,387963,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,388164,388330,388165,388331,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,389091,389172,389092,389173,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,395965,396101,395966,396102,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,398973,399156,398974,399157,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,414413,414508,414414,414509,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,418616,418814,418617,418815,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,428048,428153,428049,428154,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,430654,430843,430655,430844,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,443217,443297,443218,443298,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,457410,457524,457411,457525,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,474366,474525,474367,474526,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,exon,480517,480684,480518,480685,ADAM18,8749,NM_014237.3, 
NT_187577.1,BestRefSeq,CDS,335256,335310,335257,335311,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,335909,335985,335910,335986,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,356935,356990,356936,356991,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,359670,359748,359671,359749,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,360113,360189,360114,360190,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,361157,361334,361158,361335,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,380003,380068,380004,380069,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,387891,387962,387892,387963,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,388164,388330,388165,388331,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,389091,389172,389092,389173,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,395965,396101,395966,396102,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,398973,399156,398974,399157,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,414413,414508,414414,414509,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,418616,418814,418617,418815,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,428048,428153,428049,428154,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,430654,430843,430655,430844,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,443217,443297,443218,443298,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,457410,457524,457411,457525,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,474366,474525,474367,474526,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,CDS,480517,480559,480518,480560,ADAM18,8749,NP_055052.1, 
NT_187577.1,BestRefSeq,mRNA,335201,480684,335202,480685,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,335201,335310,335202,335311,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,335909,335985,335910,335986,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,356935,356990,356936,356991,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,359670,359748,359671,359749,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,360113,360189,360114,360190,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,361157,361334,361158,361335,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,380003,380068,380004,380069,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,388164,388330,388165,388331,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,389091,389172,389092,389173,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,395965,396101,395966,396102,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,398973,399156,398974,399157,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,414413,414508,414414,414509,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,418616,418814,418617,418815,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,428048,428153,428049,428154,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,430654,430843,430655,430844,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,443217,443297,443218,443298,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,457410,457524,457411,457525,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,474366,474525,474367,474526,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,exon,480517,480684,480518,480685,ADAM18,8749,NM_001320313.2, 
NT_187577.1,BestRefSeq,CDS,335256,335310,335257,335311,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,335909,335985,335910,335986,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,356935,356990,356936,356991,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,359670,359748,359671,359749,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,360113,360189,360114,360190,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,361157,361334,361158,361335,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,380003,380068,380004,380069,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,388164,388330,388165,388331,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,389091,389172,389092,389173,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,395965,396101,395966,396102,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,398973,399156,398974,399157,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,414413,414508,414414,414509,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,418616,418814,418617,418815,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,428048,428153,428049,428154,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,430654,430843,430655,430844,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,443217,443297,443218,443298,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,457410,457524,457411,457525,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,474366,474525,474367,474526,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,CDS,480517,480559,480518,480560,ADAM18,8749,NP_001307242.1, 
NT_187577.1,BestRefSeq,mRNA,335201,362205,335202,362206,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,335201,335310,335202,335311,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,335909,335985,335910,335986,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,356935,356990,356936,356991,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,359670,359748,359671,359749,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,360113,360189,360114,360190,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,exon,361157,362205,361158,362206,ADAM18,8749,NM_001190956.2, 
NT_187577.1,BestRefSeq,CDS,335256,335310,335257,335311,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,CDS,335909,335985,335910,335986,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,CDS,356935,356990,356936,356991,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,CDS,359670,359748,359671,359749,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,CDS,360113,360189,360114,360190,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,CDS,361157,361361,361158,361362,ADAM18,8749,NP_001177885.1, 
NT_187577.1,BestRefSeq,gene,494373,588862,494374,588863,ADAM2,2515,, 
NT_187577.1,BestRefSeq,mRNA,494373,588862,494374,588863,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,588766,588862,588767,588863,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,587771,587847,587772,587848,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,584579,584634,584580,584635,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,575454,575532,575455,575533,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,572221,572297,572222,572298,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,571637,571805,571638,571806,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,539300,539371,539301,539372,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,538716,538882,538717,538883,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,537607,537688,537608,537689,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,527659,527795,527660,527796,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,520025,520208,520026,520209,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,517782,517880,517783,517881,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,517477,517672,517478,517673,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,511814,511919,511815,511920,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,506366,506549,506367,506550,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,500305,500382,500306,500383,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,499950,500088,499951,500089,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,497110,497269,497111,497270,ADAM2,2515,NM_001278113.2, 
NT_187577.1,BestRefSeq,exon,495468,495531,495469,495532,ADAM2,2515,NM_001278113.2, 
