sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_012132916.1,BestRefSeq,exon,354585,355822,354586,355823,SLC25A26,115286,NR_028475.1, 
NW_012132916.1,BestRefSeq,mRNA,110409,355818,110410,355819,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,110409,110783,110410,110784,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,197637,198022,197638,198023,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,213439,213595,213440,213596,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,exon,354585,355818,354586,355819,SLC25A26,115286,NM_173471.4, 
NW_012132916.1,BestRefSeq,CDS,197990,198022,197991,198023,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,213439,213595,213440,213596,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,220098,220207,220099,220208,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_775742.4, 
NW_012132916.1,BestRefSeq,mRNA,182312,355822,182313,355823,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,182312,182320,182313,182321,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,197898,198022,197899,198023,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,exon,354585,355822,354586,355823,SLC25A26,115286,NM_001350992.1, 
NW_012132916.1,BestRefSeq,CDS,220172,220207,220173,220208,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_001337921.1, 
NW_012132916.1,BestRefSeq,mRNA,191007,355822,191008,355823,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,191007,191017,191008,191018,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,197898,198022,197899,198023,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,213439,213595,213440,213596,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,exon,354585,355822,354586,355823,SLC25A26,115286,NM_001350991.1, 
NW_012132916.1,BestRefSeq,CDS,197990,198022,197991,198023,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,213439,213595,213440,213596,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,220098,220207,220099,220208,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_001337920.1, 
NW_012132916.1,BestRefSeq,mRNA,197637,355822,197638,355823,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,197637,198022,197638,198023,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,208681,208767,208682,208768,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,213439,213595,213440,213596,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,exon,354585,355822,354586,355823,SLC25A26,115286,NM_001350993.1, 
NW_012132916.1,BestRefSeq,CDS,220172,220207,220173,220208,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_001337922.1, 
NW_012132916.1,BestRefSeq,mRNA,197637,355822,197638,355823,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,197637,198022,197638,198023,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,exon,354585,355822,354586,355823,SLC25A26,115286,NM_001164796.1, 
NW_012132916.1,BestRefSeq,CDS,220172,220207,220173,220208,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_001158268.1, 
NW_012132916.1,BestRefSeq,mRNA,197896,355818,197897,355819,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,197896,198022,197897,198023,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,213439,213595,213440,213596,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,220098,220207,220099,220208,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,238946,239050,238947,239051,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,240227,240274,240228,240275,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,323259,323303,323260,323304,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,339755,339824,339756,339825,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,346373,346437,346374,346438,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,347424,347497,347425,347498,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,exon,354585,355818,354586,355819,SLC25A26,115286,NM_001379210.1, 
NW_012132916.1,BestRefSeq,CDS,197990,198022,197991,198023,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,213439,213595,213440,213596,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,220098,220207,220099,220208,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,238946,239050,238947,239051,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,240227,240274,240228,240275,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,323259,323303,323260,323304,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,339755,339824,339756,339825,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,346373,346437,346374,346438,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,347424,347497,347425,347498,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,BestRefSeq,CDS,354585,354702,354586,354703,SLC25A26,115286,NP_001366139.1, 
NW_012132916.1,RefSeq,sequence_feature,131915,159793,131916,159794,,,, 
NW_012132916.1,Gnomon,gene,153900,172426,153901,172427,LOC107986095,107986095,, 
NW_012132916.1,Gnomon,lnc_RNA,153900,172426,153901,172427,LOC107986095,107986095,XR_001756913.1, 
NW_012132916.1,Gnomon,exon,172134,172426,172135,172427,LOC107986095,107986095,XR_001756913.1, 
NW_012132916.1,Gnomon,exon,153900,155866,153901,155867,LOC107986095,107986095,XR_001756913.1, 
NW_012132916.1,Gnomon,lnc_RNA,153900,172426,153901,172427,LOC107986095,107986095,XR_001756912.1, 
NW_012132916.1,Gnomon,exon,172134,172426,172135,172427,LOC107986095,107986095,XR_001756912.1, 
NW_012132916.1,Gnomon,exon,169800,169842,169801,169843,LOC107986095,107986095,XR_001756912.1, 
NW_012132916.1,Gnomon,exon,155698,155866,155699,155867,LOC107986095,107986095,XR_001756912.1, 
NW_012132916.1,Gnomon,exon,153900,155526,153901,155527,LOC107986095,107986095,XR_001756912.1, 
NW_012132916.1,Gnomon,lnc_RNA,153900,172426,153901,172427,LOC107986095,107986095,XR_001756911.1, 
NW_012132916.1,Gnomon,exon,172134,172426,172135,172427,LOC107986095,107986095,XR_001756911.1, 
NW_012132916.1,Gnomon,exon,169800,169842,169801,169843,LOC107986095,107986095,XR_001756911.1, 
NW_012132916.1,Gnomon,exon,153900,155866,153901,155867,LOC107986095,107986095,XR_001756911.1, 
NW_012132916.1,RefSeq,sequence_feature,169474,206494,169475,206495,,,, 
NW_012132916.1,RefSeq,sequence_feature,206495,234536,206496,234537,,,, 
NW_012132916.1,RefSeq,sequence_feature,234537,373698,234538,373699,,,, 
NW_012132916.1,Curated Genomic,pseudogene,270009,270115,270010,270116,RNU6-787P,106479914,, 
NW_012132916.1,Curated Genomic,pseudogene,300750,301047,300751,301048,RN7SL482P,106480513,, 
NW_012132916.1,Curated Genomic,pseudogene,303143,303878,303144,303879,DPPA4P1,100421156,, 
NW_012132916.1,BestRefSeq,gene,355692,371106,355693,371107,LRIG1,26018,, 
NW_012132916.1,BestRefSeq,mRNA,355692,371106,355693,371107,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,371101,371106,371102,371107,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,370935,371098,370936,371099,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,362876,363196,362877,363197,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,360886,361167,360887,361168,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,359877,360296,359878,360297,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,359168,359293,359169,359294,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,358374,358526,358375,358527,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,357472,357756,357473,357757,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,exon,355692,357384,355693,357385,LRIG1,26018,NM_001377349.1, 
NW_012132916.1,BestRefSeq,CDS,371101,371106,371102,371107,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,370935,371098,370936,371099,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,362876,363196,362877,363197,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,360886,361167,360887,361168,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,359877,360296,359878,360297,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,359168,359293,359169,359294,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,358374,358526,358375,358527,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,357472,357756,357473,357757,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,CDS,357158,357384,357159,357385,LRIG1,26018,NP_001364278.1, 
NW_012132916.1,BestRefSeq,mRNA,355692,371098,355693,371099,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,370935,371098,370936,371099,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,362876,363196,362877,363197,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,360886,361167,360887,361168,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,359877,360296,359878,360297,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,359168,359293,359169,359294,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,358374,358526,358375,358527,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,357472,357756,357473,357757,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,exon,355692,357384,355693,357385,LRIG1,26018,NM_001377345.1, 
NW_012132916.1,BestRefSeq,CDS,370935,371098,370936,371099,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,362876,363196,362877,363197,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,360886,361167,360887,361168,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,359877,360296,359878,360297,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,359168,359293,359169,359294,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,358374,358526,358375,358527,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,357472,357756,357473,357757,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,CDS,357158,357384,357159,357385,LRIG1,26018,NP_001364274.1, 
NW_012132916.1,BestRefSeq,mRNA,355692,371098,355693,371099,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,370935,371098,370936,371099,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,362876,363196,362877,363197,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,360886,361167,360887,361168,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,359877,360296,359878,360297,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,359168,359293,359169,359294,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,358374,358526,358375,358527,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,357472,357756,357473,357757,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,exon,355692,357384,355693,357385,LRIG1,26018,NM_001377347.1, 
NW_012132916.1,BestRefSeq,CDS,370935,371098,370936,371099,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,362876,363196,362877,363197,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,360886,361167,360887,361168,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,359877,360296,359878,360297,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,359168,359293,359169,359294,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,358374,358526,358375,358527,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,357472,357756,357473,357757,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,CDS,357158,357384,357159,357385,LRIG1,26018,NP_001364276.1, 
NW_012132916.1,BestRefSeq,mRNA,355692,371098,355693,371099,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,370935,371098,370936,371099,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,362876,363196,362877,363197,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,360886,361167,360887,361168,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,359877,360296,359878,360297,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,359168,359293,359169,359294,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,358374,358526,358375,358527,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,357472,357756,357473,357757,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,exon,355692,357384,355693,357385,LRIG1,26018,NM_001377344.1, 
NW_012132916.1,BestRefSeq,CDS,370935,371098,370936,371099,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,362876,363196,362877,363197,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,360886,361167,360887,361168,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,359877,360296,359878,360297,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,359168,359293,359169,359294,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,358374,358526,358375,358527,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,357472,357756,357473,357757,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,CDS,357158,357384,357159,357385,LRIG1,26018,NP_001364273.1, 
NW_012132916.1,BestRefSeq,mRNA,355692,371098,355693,371099,LRIG1,26018,NM_001377346.1, 
NW_012132916.1,BestRefSeq,exon,370935,371098,370936,371099,LRIG1,26018,NM_001377346.1, 
NW_012132916.1,BestRefSeq,exon,362876,363196,362877,363197,LRIG1,26018,NM_001377346.1, 
NW_012132916.1,BestRefSeq,exon,360886,361167,360887,361168,LRIG1,26018,NM_001377346.1, 
