sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NC_000024.10,BestRefSeq,exon,299096,303355,299097,303356,PLCXD1,55344,NM_001370372.1, 
NC_000024.10,BestRefSeq,CDS,284187,284313,284188,284314,PLCXD1,55344,NP_001357301.1, 
NC_000024.10,BestRefSeq,CDS,288732,288868,288733,288869,PLCXD1,55344,NP_001357301.1, 
NC_000024.10,BestRefSeq,CDS,290647,290775,290648,290776,PLCXD1,55344,NP_001357301.1, 
NC_000024.10,BestRefSeq,CDS,293034,293217,293035,293218,PLCXD1,55344,NP_001357301.1, 
NC_000024.10,BestRefSeq,CDS,299096,299334,299097,299335,PLCXD1,55344,NP_001357301.1, 
NC_000024.10,BestRefSeq,mRNA,276355,303355,276356,303356,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,276355,276393,276356,276394,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,284166,284313,284167,284314,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,288732,288868,288733,288869,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,290647,290775,290648,290776,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,291498,291653,291499,291654,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,293034,293217,293035,293218,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,exon,299096,303355,299097,303356,PLCXD1,55344,NM_001370371.1, 
NC_000024.10,BestRefSeq,CDS,284187,284313,284188,284314,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,BestRefSeq,CDS,288732,288868,288733,288869,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,BestRefSeq,CDS,290647,290775,290648,290776,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,BestRefSeq,CDS,291498,291653,291499,291654,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,BestRefSeq,CDS,293034,293217,293035,293218,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,BestRefSeq,CDS,299096,299334,299097,299335,PLCXD1,55344,NP_001357300.1, 
NC_000024.10,Gnomon,mRNA,281193,299901,281194,299902,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,281193,281255,281194,281256,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,281481,281683,281482,281684,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,284166,284313,284167,284314,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,288732,288868,288733,288869,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,290647,290775,290648,290776,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,291498,291653,291499,291654,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,293034,293217,293035,293218,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,exon,299096,299901,299097,299902,PLCXD1,55344,XM_011545633.3, 
NC_000024.10,Gnomon,CDS,284187,284313,284188,284314,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,Gnomon,CDS,288732,288868,288733,288869,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,Gnomon,CDS,290647,290775,290648,290776,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,Gnomon,CDS,291498,291653,291499,291654,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,Gnomon,CDS,293034,293217,293035,293218,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,Gnomon,CDS,299096,299334,299097,299335,PLCXD1,55344,XP_011543935.1, 
NC_000024.10,BestRefSeq,mRNA,281380,303355,281381,303356,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,281380,281683,281381,281684,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,284166,284313,284167,284314,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,288732,288868,288733,288869,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,290647,290775,290648,290776,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,291498,291653,291499,291654,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,293034,293217,293035,293218,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,exon,299096,303355,299097,303356,PLCXD1,55344,NM_018390.4, 
NC_000024.10,BestRefSeq,CDS,284187,284313,284188,284314,PLCXD1,,, 
NC_000024.10,BestRefSeq,CDS,288732,288868,288733,288869,PLCXD1,,, 
NC_000024.10,BestRefSeq,CDS,290647,290775,290648,290776,PLCXD1,,, 
NC_000024.10,BestRefSeq,CDS,291498,291653,291499,291654,PLCXD1,,, 
NC_000024.10,BestRefSeq,CDS,293034,293217,293035,293218,PLCXD1,,, 
NC_000024.10,BestRefSeq,CDS,299096,299334,299097,299335,PLCXD1,,, 
NC_000024.10,BestRefSeq,mRNA,283477,303355,283478,303356,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,283477,283519,283478,283520,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,284166,284313,284167,284314,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,288732,288868,288733,288869,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,290647,290775,290648,290776,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,291498,291653,291499,291654,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,293034,293217,293035,293218,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,exon,299096,303355,299097,303356,PLCXD1,55344,NM_001370373.1, 
NC_000024.10,BestRefSeq,CDS,284187,284313,284188,284314,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,BestRefSeq,CDS,288732,288868,288733,288869,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,BestRefSeq,CDS,290647,290775,290648,290776,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,BestRefSeq,CDS,291498,291653,291499,291654,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,BestRefSeq,CDS,293034,293217,293035,293218,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,BestRefSeq,CDS,299096,299334,299097,299335,PLCXD1,55344,NP_001357302.1, 
NC_000024.10,Gnomon,mRNA,283536,299901,283537,299902,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,283536,283550,283537,283551,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,284166,284313,284167,284314,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,288732,288868,288733,288869,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,290647,290775,290648,290776,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,291498,291653,291499,291654,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,293034,293217,293035,293218,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,exon,299096,299901,299097,299902,PLCXD1,55344,XM_024452491.1, 
NC_000024.10,Gnomon,CDS,284187,284313,284188,284314,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,Gnomon,CDS,288732,288868,288733,288869,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,Gnomon,CDS,290647,290775,290648,290776,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,Gnomon,CDS,291498,291653,291499,291654,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,Gnomon,CDS,293034,293217,293035,293218,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,Gnomon,CDS,299096,299334,299097,299335,PLCXD1,55344,XP_024308259.1, 
NC_000024.10,BestRefSeq%2CGnomon,gene,303351,318795,303352,318796,GTPBP6,8225,, 
NC_000024.10,Gnomon,mRNA,303351,318512,303352,318513,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,318438,318512,318439,318513,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,317278,317483,317279,317484,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,316913,317050,316914,317051,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,315228,315298,315229,315299,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,314889,315019,314890,315020,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,314149,314216,314150,314217,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,312765,312923,312766,312924,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,311418,311626,311419,311627,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,307731,307879,307732,307880,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,307359,307511,307360,307512,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,exon,303351,305196,303352,305197,GTPBP6,8225,XM_006724868.4, 
NC_000024.10,Gnomon,CDS,316913,316982,316914,316983,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,315228,315298,315229,315299,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,314889,315019,314890,315020,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,314149,314216,314150,314217,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,312765,312923,312766,312924,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,311418,311626,311419,311627,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,307731,307879,307732,307880,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,307359,307511,307360,307512,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,CDS,305073,305196,305074,305197,GTPBP6,8225,XP_006724931.1, 
NC_000024.10,Gnomon,mRNA,303351,316902,303352,316903,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,316779,316902,316780,316903,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,315228,315298,315229,315299,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,314889,315019,314890,315020,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,314149,314216,314150,314217,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,312765,312923,312766,312924,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,311418,311626,311419,311627,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,307731,307879,307732,307880,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,307359,307511,307360,307512,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,exon,303351,305196,303352,305197,GTPBP6,8225,XM_011545637.3, 
NC_000024.10,Gnomon,CDS,315228,315245,315229,315246,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,314889,315019,314890,315020,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,314149,314216,314150,314217,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,312765,312923,312766,312924,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,311418,311626,311419,311627,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,307731,307879,307732,307880,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,307359,307511,307360,307512,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,Gnomon,CDS,305073,305196,305074,305197,GTPBP6,8225,XP_011543939.1, 
NC_000024.10,BestRefSeq,mRNA,304758,318795,304759,318796,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,318438,318795,318439,318796,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,316913,317050,316914,317051,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,315228,315298,315229,315299,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,314889,315019,314890,315020,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,314149,314216,314150,314217,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,312765,312923,312766,312924,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,311418,311626,311419,311627,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,307731,307879,307732,307880,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,307359,307511,307360,307512,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,exon,304758,305196,304759,305197,GTPBP6,8225,NM_012227.4, 
NC_000024.10,BestRefSeq,CDS,318438,318786,318439,318787,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,316913,317050,316914,317051,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,315228,315298,315229,315299,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,314889,315019,314890,315020,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,314149,314216,314150,314217,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,312765,312923,312766,312924,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,311418,311626,311419,311627,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,307731,307879,307732,307880,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,307359,307511,307360,307512,GTPBP6,,, 
NC_000024.10,BestRefSeq,CDS,305073,305196,305074,305197,GTPBP6,,, 
NC_000024.10,BestRefSeq,gene,319144,321331,319145,321332,LINC00685,283981,, 
NC_000024.10,BestRefSeq,lnc_RNA,319144,321331,319145,321332,LINC00685,283981,NR_027232.1, 
NC_000024.10,BestRefSeq,exon,319144,321331,319145,321332,LINC00685,283981,NR_027232.1, 
NC_000024.10,BestRefSeq,lnc_RNA,319144,321331,319145,321332,LINC00685,283981,NR_027231.1, 
NC_000024.10,BestRefSeq,exon,319144,319550,319145,319551,LINC00685,283981,NR_027231.1, 
NC_000024.10,BestRefSeq,exon,320207,321331,320208,321332,LINC00685,283981,NR_027231.1, 
NC_000024.10,BestRefSeq%2CGnomon,gene,333932,387326,333933,387327,PPP2R3B,28227,, 
NC_000024.10,Gnomon,transcript,361506,387326,361507,387327,PPP2R3B,28227,XR_002958830.1, 
NC_000024.10,Gnomon,exon,386367,387326,386368,387327,PPP2R3B,28227,XR_002958830.1, 
NC_000024.10,Gnomon,exon,385041,385104,385042,385105,PPP2R3B,28227,XR_002958830.1, 
NC_000024.10,Gnomon,exon,362254,362331,362255,362332,PPP2R3B,28227,XR_002958830.1, 
NC_000024.10,Gnomon,exon,361506,361589,361507,361590,PPP2R3B,28227,XR_002958830.1, 
NC_000024.10,Gnomon,transcript,361506,387323,361507,387324,PPP2R3B,28227,XR_002958829.1, 
NC_000024.10,Gnomon,exon,386367,387323,386368,387324,PPP2R3B,28227,XR_002958829.1, 
NC_000024.10,Gnomon,exon,362254,362331,362255,362332,PPP2R3B,28227,XR_002958829.1, 
NC_000024.10,Gnomon,exon,361506,361589,361507,361590,PPP2R3B,28227,XR_002958829.1, 
NC_000024.10,BestRefSeq,mRNA,333932,386906,333933,386907,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,386367,386906,386368,386907,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,361404,361589,361405,361590,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,347589,347692,347590,347693,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,347233,347335,347234,347336,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,346700,346774,346701,346775,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,346173,346259,346174,346260,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,345515,345671,345516,345672,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,341882,341930,341883,341931,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,341306,341395,341307,341396,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,340764,340939,340765,340940,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,338777,338895,338778,338896,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,338603,338709,338604,338710,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,exon,333932,334516,333933,334517,PPP2R3B,28227,NM_013239.5, 
NC_000024.10,BestRefSeq,CDS,386367,386690,386368,386691,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,361404,361589,361405,361590,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,347589,347692,347590,347693,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,347233,347335,347234,347336,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,346700,346774,346701,346775,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,346173,346259,346174,346260,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,345515,345671,345516,345672,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,341882,341930,341883,341931,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,341306,341395,341307,341396,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,340764,340939,340765,340940,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,338777,338895,338778,338896,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,338603,338709,338604,338710,PPP2R3B,,, 
NC_000024.10,BestRefSeq,CDS,334366,334516,334367,334517,PPP2R3B,,, 
NC_000024.10,Gnomon,mRNA,334955,386949,334956,386950,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,386367,386949,386368,386950,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,361404,361589,361405,361590,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,347589,347692,347590,347693,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,347233,347335,347234,347336,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,346700,346774,346701,346775,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,346173,346259,346174,346260,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,345515,345671,345516,345672,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,341882,341930,341883,341931,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,341306,341395,341307,341396,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,340764,340939,340765,340940,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,338777,338895,338778,338896,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,338603,338709,338604,338710,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,exon,334955,335997,334956,335998,PPP2R3B,28227,XM_011545630.3, 
NC_000024.10,Gnomon,CDS,386367,386690,386368,386691,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,361404,361589,361405,361590,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,347589,347692,347590,347693,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,347233,347335,347234,347336,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,346700,346774,346701,346775,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,346173,346259,346174,346260,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,345515,345671,345516,345672,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,341882,341930,341883,341931,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,341306,341395,341307,341396,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,340764,340939,340765,340940,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,338777,338895,338778,338896,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,338603,338709,338604,338710,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,CDS,335877,335997,335878,335998,PPP2R3B,28227,XP_011543932.1, 
NC_000024.10,Gnomon,gene,430264,470755,430265,470756,LOC102724521,102724521,, 
NC_000024.10,Gnomon,lnc_RNA,430264,470755,430265,470756,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,430264,430488,430265,430489,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,433836,434093,433837,434094,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,435576,435690,435577,435691,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,437603,437769,437604,437770,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,441313,441385,441314,441386,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,441619,441923,441620,441924,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,459457,460069,459458,460070,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,469539,469659,469540,469660,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,exon,470711,470755,470712,470756,LOC102724521,102724521,XR_001756015.1, 
NC_000024.10,Gnomon,lnc_RNA,430264,442746,430265,442747,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,430264,430488,430265,430489,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,433836,434093,433837,434094,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,435576,435690,435577,435691,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,437603,437769,437604,437770,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,441313,441385,441314,441386,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,441619,441923,441620,441924,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,Gnomon,exon,442711,442746,442712,442747,LOC102724521,102724521,XR_430560.3, 
NC_000024.10,RefSeqFE,enhancer,437621,438214,437622,438215,,108353830,, 
NC_000024.10,RefSeqFE,biological_region,437621,438214,437622,438215,,108353830,, 
NC_000024.10,RefSeqFE,enhancer,437621,438171,437622,438172,,108353830,, 
NC_000024.10,RefSeqFE,conserved_region,437748,437869,437749,437870,,108353830,, 
NC_000024.10,RefSeqFE,conserved_region,437910,438072,437911,438073,,108353830,, 
NC_000024.10,RefSeqFE,enhancer,499543,499928,499544,499929,,108353831,, 
NC_000024.10,RefSeqFE,biological_region,499543,499928,499544,499929,,108353831,, 
NC_000024.10,RefSeqFE,enhancer,499544,499928,499545,499929,,108353831,, 
